200
-100,0.1
-99,0.2
-98,0.3
-97,0.4
-96,0.5
-95,0.6
-94,0.7
-93,0.8
-92,0.9
-91,0.1
-90,0.2
-89,0.3
-88,0.4
-87,0.5
-86,0.6
-85,0.7
-84,0.8
-83,0.9
-82,0.1
-81,0.2
-80,0.3
-79,0.4
-78,0.5
-77,0.6
-76,0.7
-75,0.8
-74,0.9
-73,0.1
-72,0.2
-71,0.3
-70,0.4
-69,0.5
-68,0.6
-67,0.7
-66,0.8
-65,0.9
-64,0.1
-63,0.2
-62,0.3
-61,0.4
-60,0.5
-59,0.6
-58,0.7
-57,0.8
-56,0.9
-55,0.1
-54,0.2
-53,0.3
-52,0.4
-51,0.5
-50,0.6
-49,0.7
-48,0.8
-47,0.9
-46,0.1
-45,0.2
-44,0.3
-43,0.4
-42,0.5
-41,0.6
-40,0.7
-39,0.8
-38,0.9
-37,0.1
-36,0.2
-35,0.3
-34,0.4
-33,0.5
-32,0.6
-31,0.7
-30,0.8
-29,0.9
-28,0.1
-27,0.2
-26,0.3
-25,0.4
-24,0.5
-23,0.6
-22,0.7
-21,0.8
-20,0.9
-19,0.1
-18,0.2
-17,0.3
-16,0.4
-15,0.5
-14,0.6
-13,0.7
-12,0.8
-11,0.9
-10,0.1
-9,0.2
-8,0.3
-7,0.4
-6,0.5
-5,0.6
-4,0.7
-3,0.8
-2,0.9
-1,0.1
0,0.2
1,0.3
2,0.4
3,0.5
4,0.6
5,0.7
6,0.8
7,0.9
8,0.1
9,0.2
10,0.3
11,0.4
12,0.5
13,0.6
14,0.7
15,0.8
16,0.9
17,0.1
18,0.2
19,0.3
20,0.4
21,0.5
22,0.6
23,0.7
24,0.8
25,0.9
26,0.1
27,0.2
28,0.3
29,0.4
30,0.5
31,0.6
32,0.7
33,0.8
34,0.9
35,0.1
36,0.2
37,0.3
38,0.4
39,0.5
40,0.6
41,0.7
42,0.8
43,0.9
44,0.1
45,0.2
46,0.3
47,0.4
48,0.5
49,0.6
50,0.7
51,0.8
52,0.9
53,0.1
54,0.2
55,0.3
56,0.4
57,0.5
58,0.6
59,0.7
60,0.8
61,0.9
62,0.1
63,0.2
64,0.3
65,0.4
66,0.5
67,0.6
68,0.7
69,0.8
70,0.9
71,0.1
72,0.2
73,0.3
74,0.4
75,0.5
76,0.6
77,0.7
78,0.8
79,0.9
80,0.1
81,0.2
82,0.3
83,0.4
84,0.5
85,0.6
86,0.7
87,0.8
88,0.9
89,0.1
90,0.2
91,0.3
92,0.4
93,0.5
94,0.6
95,0.7
96,0.8
97,0.9
98,0.1
99,0.2
2000
